record_id,category,publisher,feed_url,research_priority,publisher_type,scope,us_status,country_source,publication_country_verified,traffic_status,traffic_evidence,traffic_source,live_feed_status,feed_evidence,source_url,image_availability,image_permission,headline_permission,terms_url,notes,moderation_note,source_research_date,all_criteria_verified,production_enabled,image_display_enabled,http_status,last_feed_item_date,image_items_sampled
WM-0066,Technology,CSS-Tricks,https://css-tricks.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0067,Technology,DEV Community,https://dev.to/feed,Secondary research,Community publishing platform,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0068,Technology,freeCodeCamp,https://www.freecodecamp.org/news/rss,Secondary research,Nonprofit educational publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0069,Technology,GeekWire,https://www.geekwire.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0070,Technology,GitHub Blog,https://github.blog/feed,Secondary research,Corporate blog,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0071,Technology,Hugging Face,https://huggingface.co/blog/feed.xml,Secondary research,Corporate blog,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0072,Technology,InfoWorld,https://www.infoworld.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0073,Technology,KDnuggets,https://www.kdnuggets.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0074,Technology,NVIDIA Developer,https://developer.nvidia.com/blog//feed,Secondary research,Corporate blog,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0075,Technology,OpenAI,https://openai.com/news/rss.xml,Secondary research,Corporate blog,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0076,Technology,PetaPixel,https://petapixel.com/feed/,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0077,Technology,PhoneArena,https://www.phonearena.com/feed/news,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S. qualification uncertain; ownership/headquarters review required,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0078,Technology,Schneier on Security,https://www.schneier.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0079,Technology,SiliconANGLE,https://siliconangle.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0080,Technology,SlashGear,https://www.slashgear.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0081,Technology,Stack Overflow Blog,https://stackoverflow.blog/feed,Secondary research,Corporate blog,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0082,Technology,TechSpot,https://www.techspot.com/backend.xml,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0083,Technology,The New Stack,https://thenewstack.io/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0084,Technology,VentureBeat,https://venturebeat.com/feed/,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0085,Technology,WPBeginner,https://www.wpbeginner.com/feed/,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0086,Technology,XDA Developers,https://www.xda-developers.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/technology_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0087,Fashion,ELLE,https://www.elle.com/rss/fashion.xml,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0088,Fashion,The New York Times,https://rss.nytimes.com/services/xml/rss/nyt/FashionandStyle.xml,Review first,Publication,Topic-specific feed,U.S. location listed; publisher confirmation pending,https://www.similarweb.com/website/nytimes.com/,False,Estimated domain ranks documented; visit volume not verified,Aug 2026 | Global #71 | US #23 | US News & Media Publishers #2,https://www.similarweb.com/website/nytimes.com/,Not live-validated,Public feed registry; not live-validated,https://huggingface.co/spaces/Nymbo/news-rss-aggregator/blob/9bb3b94f50603df6fd4071fe949b39fbc93991f6/feeds_sorted.json,Not inspected,Not cleared,Not cleared,,"Traffic is whole-domain, not category/RSS readership.",Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0089,Fashion,Vogue,https://www.vogue.com/feed/rss,Review first,Publication,Publisher feed; topic filtering may be needed,U.S. HQ listed by Similarweb,https://www.similarweb.com/website/vogue.com/,False,Estimated domain ranks documented; visit volume not verified,"Aug 2026 | Global #4,496 | US #1,526 | US News & Media Publishers #75",https://www.similarweb.com/website/vogue.com/,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,"Traffic is whole-domain, not category/RSS readership.",Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0090,Fashion,Who What Wear,https://www.whowhatwear.com/feeds.xml,Review first,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0091,Fashion,WWD,https://wwd.com/feed,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/fashion_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0092,Fashion,A Few Goody Gumdrops,https://www.afewgoodygumdrops.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0093,Fashion,A Note on Style,https://anoteonstyle.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0094,Fashion,Atlantic-Pacific,https://www.the-atlantic-pacific.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0095,Fashion,Brooklyn Blonde,https://www.brooklynblonde.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0096,Fashion,Daily Front Row,https://fashionweekdaily.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/fashion_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0097,Fashion,eat.sleep.wear.,https://www.eatsleepwear.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0098,Fashion,Extra Petite,https://www.extrapetite.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0099,Fashion,Fashion Gone Rogue,https://www.fashiongonerogue.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0100,Fashion,Fashion Jackson,https://fashionjackson.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0101,Fashion,Julia Berolzheimer,https://juliaberolzheimer.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0102,Fashion,KatWalkSF,https://katwalksf.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0103,Fashion,Le Happy,https://www.le-happy.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0104,Fashion,Mia Mia Mine,https://www.miamiamine.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0105,Fashion,Native Fox,https://nativefox.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0106,Fashion,Style Pantry,https://stylepantry.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0107,Fashion,Walk In Wonderland,https://www.walkinwonderland.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0108,Fashion,Wendy's Lookbook,https://www.wendyslookbook.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0109,Fashion,Where Did U Get That,https://wheredidugetthat.com/feed,Secondary research,Independent editorial / style blog,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/us_fashion_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0110,Headlines,ABC News,https://abcnews.go.com/abcnews/internationalheadlines,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0111,Headlines,CBS News,https://www.cbsnews.com/feeds/rss/main.rss,Review first,Publication,Publisher feed; topic filtering may be needed,Listed in a U.S.-specific directory; current headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0112,Headlines,Los Angeles Times,https://www.latimes.com/local/rss2.0.xml,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0113,Headlines,New York Post,https://nypost.com/feed/,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0114,Headlines,PBS NewsHour,https://www.pbs.org/newshour/feeds/rss/politics,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0115,Headlines,The Hill,https://thehill.com/homenews/feed/,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0116,Headlines,The New York Times,https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml,Review first,Publication,Topic-specific feed,U.S. location listed; publisher confirmation pending,https://www.similarweb.com/website/nytimes.com/,False,Estimated domain ranks documented; visit volume not verified,Aug 2026 | Global #71 | US #23 | US News & Media Publishers #2,https://www.similarweb.com/website/nytimes.com/,Not live-validated,Public feed registry; not live-validated,https://huggingface.co/spaces/Nymbo/news-rss-aggregator/blob/9bb3b94f50603df6fd4071fe949b39fbc93991f6/feeds_sorted.json,Not inspected,Not cleared,Not cleared,,"Traffic is whole-domain, not category/RSS readership.",Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0117,Headlines,UPI,https://rss.upi.com/news/tn_us.rss,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0118,Headlines,Vox,https://www.vox.com/rss/world-politics/index.xml,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0119,Headlines,Breitbart News,https://feeds.feedburner.com/breitbart,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,Includes political reporting/opinion; preserve publisher attribution and article type.,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0120,Headlines,Observer,https://observer.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0121,Headlines,RealClearPolitics,https://www.realclearpolitics.com/index.xml,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,Includes political reporting/opinion; preserve publisher attribution and article type. Aggregated stories may belong to other publishers; verify rights with original source.,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0122,Headlines,Salon,https://www.salon.com/feed,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,Includes political reporting/opinion; preserve publisher attribution and article type.,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0123,Headlines,The Conversation US,https://theconversation.com/us/articles.atom,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0124,Headlines,The Daily Wire,https://www.dailywire.com/feeds/rss.xml,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,Includes political reporting/opinion; preserve publisher attribution and article type.,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0125,Headlines,The Intercept,https://theintercept.com/feed/?lang=en,Secondary research,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/usa_news_rss_feeds/,Not inspected,Not cleared,Not cleared,,Includes political reporting/opinion; preserve publisher attribution and article type.,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0126,Business,Bloomberg,https://feeds.bloomberg.com/markets/news.rss,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0127,Business,Business Insider,https://www.businessinsider.com/rss,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0128,Business,Forbes,https://www.forbes.com/business/feed,Review first,Publication,Publisher feed; topic filtering may be needed,U.S. HQ listed by Similarweb,https://www.similarweb.com/website/forbes.com/,False,Estimated domain ranks documented; visit volume not verified,"Aug 2026 | Global #1,083 | US #354 | US News & Media Publishers #24",https://www.similarweb.com/website/forbes.com/,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/business_rss_feeds/,Not inspected,Not cleared,Not cleared,,"Traffic is whole-domain, not category/RSS readership.",Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0129,Business,Inc.,https://www.inc.com/rss,Review first,Publication,Publisher feed; topic filtering may be needed,U.S. HQ listed by Similarweb,https://www.similarweb.com/website/inc.com/,False,Estimated domain ranks documented; visit volume not verified,"Aug 2026 | Global #12,410 | US #3,112 | US Business Services #40",https://www.similarweb.com/website/inc.com/,Not live-validated,Directory-listed URL; not live-validated,https://rss.feedspot.com/business_rss_feeds/,Not inspected,Not cleared,Not cleared,,"Traffic is whole-domain, not category/RSS readership.",Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
WM-0130,Business,MarketWatch,https://www.marketwatch.com/rss/topstories,Review first,Publication,Publisher feed; topic filtering may be needed,U.S.-oriented candidate; headquarters not independently verified,,False,Not substantiated,,,Not live-validated,Directory-listed URL; not live-validated,https://themeisle.com/blog/rss-feeds-list/,Not inspected,Not cleared,Not cleared,,,Check article and thumbnail against Wingman policy before display.,2026-09-13,False,False,False,,,0
